DATE,VALUE
1997-12-01,4015.8
1998-01-01,4039.6
1998-02-01,4066.0
1998-03-01,4097.2
1998-04-01,4123.2
1998-05-01,4140.1
1998-06-01,4168.4
1998-07-01,4186.9
1998-08-01,4207.4
1998-09-01,4250.1
1998-10-01,4285.0
1998-11-01,4323.5
1998-12-01,4357.5
1999-01-01,4376.6
1999-02-01,4403.0
1999-03-01,4413.8
1999-04-01,4441.8
1999-05-01,4460.7
1999-06-01,4487.9
1999-07-01,4511.9
1999-08-01,4530.2
1999-09-01,4546.8
1999-10-01,4561.8
1999-11-01,4590.0
1999-12-01,4614.7
2000-01-01,4641.7
2000-02-01,4660.8
2000-03-01,4686.2
2000-04-01,4737.7
2000-05-01,4735.0
2000-06-01,4751.7
2000-07-01,4764.7
2000-08-01,4797.3
2000-09-01,4827.8
2000-10-01,4847.5
2000-11-01,4858.3
2000-12-01,4891.2
2001-01-01,4950.2
2001-02-01,4987.4
2001-03-01,5042.9
2001-04-01,5104.6
2001-05-01,5109.1
2001-06-01,5145.4
2001-07-01,5177.1
2001-08-01,5209.5
2001-09-01,5309.0
2001-10-01,5309.9
2001-11-01,5350.7
2001-12-01,5399.9
2002-01-01,5427.7
2002-02-01,5454.5
2002-03-01,5461.8
2002-04-01,5470.2
2002-05-01,5492.2
2002-06-01,5506.1
2002-07-01,5556.0
2002-08-01,5598.4
2002-09-01,5620.2
2002-10-01,5670.9
2002-11-01,5713.6
2002-12-01,5741.1
2003-01-01,5771.3
2003-02-01,5807.0
2003-03-01,5824.2
2003-04-01,5865.6
2003-05-01,5925.8
2003-06-01,5958.3
2003-07-01,6013.3
2003-08-01,6061.1
2003-09-01,6048.1
2003-10-01,6034.8
2003-11-01,6029.8
2003-12-01,6040.0
2004-01-01,6041.7
2004-02-01,6075.2
2004-03-01,6117.2
2004-04-01,6157.6
2004-05-01,6228.4
2004-06-01,6243.0
2004-07-01,6253.2
2004-08-01,6274.5
2004-09-01,6313.5
2004-10-01,6330.7
2004-11-01,6372.4
2004-12-01,6393.8
2005-01-01,6387.9
2005-02-01,6406.2
2005-03-01,6417.8
2005-04-01,6425.4
2005-05-01,6440.5
2005-06-01,6476.7
2005-07-01,6495.8
2005-08-01,6533.6
2005-09-01,6571.5
2005-10-01,6602.7
2005-11-01,6627.9
2005-12-01,6654.0
2006-01-01,6690.7
2006-02-01,6721.2
2006-03-01,6733.4
2006-04-01,6761.1
2006-05-01,6777.6
2006-06-01,6812.3
2006-07-01,6848.5
2006-08-01,6879.0
2006-09-01,6903.2
2006-10-01,6957.7
2006-11-01,6999.0
2006-12-01,7034.5
2007-01-01,7077.8
2007-02-01,7100.1
2007-03-01,7121.5
2007-04-01,7194.3
2007-05-01,7220.8
2007-06-01,7239.9
2007-07-01,7275.8
2007-08-01,7336.8
2007-09-01,7362.4
2007-10-01,7388.9
2007-11-01,7417.0
2007-12-01,7449.0
2008-01-01,7476.3
2008-02-01,7563.7
2008-03-01,7622.1
2008-04-01,7677.6
2008-05-01,7683.5
2008-06-01,7695.8
2008-07-01,7750.8
2008-08-01,7740.5
2008-09-01,7816.5
2008-10-01,7940.8
2008-11-01,7966.7
2008-12-01,8161.3
2009-01-01,8242.6
2009-02-01,8278.4
2009-03-01,8338.3
2009-04-01,8342.3
2009-05-01,8384.8
2009-06-01,8408.3
2009-07-01,8409.8
2009-08-01,8390.3
2009-09-01,8410.3
2009-10-01,8438.6
2009-11-01,8470.1
2009-12-01,8494.7
2010-01-01,8414.1
2010-02-01,8475.1
2010-03-01,8476.8
2010-04-01,8499.0
2010-05-01,8545.0
2010-06-01,8572.9
2010-07-01,8575.9
2010-08-01,8621.4
2010-09-01,8663.1
2010-10-01,8705.1
2010-11-01,8749.1
2010-12-01,8785.1
2011-01-01,8797.8
2011-02-01,8858.0
2011-03-01,8898.3
2011-04-01,8938.4
2011-05-01,8999.8
2011-06-01,9067.5
2011-07-01,9226.3
2011-08-01,9479.4
2011-09-01,9517.7
2011-10-01,9550.4
2011-11-01,9602.7
2011-12-01,9627.0
2012-01-01,9711.0
2012-02-01,9746.9
2012-03-01,9777.4
2012-04-01,9828.8
2012-05-01,9870.9
2012-06-01,9908.5
2012-07-01,10012.8
2012-08-01,10086.6
2012-09-01,10150.6
2012-10-01,10247.0
2012-11-01,10303.6
2012-12-01,10408.1
2013-01-01,10460.1
2013-02-01,10441.1
2013-03-01,10460.2
2013-04-01,10542.5
2013-05-01,10558.5
2013-06-01,10588.3
2013-07-01,10693.6
2013-08-01,10763.8
2013-09-01,10814.3
2013-10-01,10951.5
