Date,Value
1976-12-01,10.57
1977-01-01,10.41
1977-02-01,10.08
1977-03-01,9.98
1977-04-01,9.72
1977-05-01,9.58
1977-06-01,9.53
1977-07-01,9.52
1977-08-01,9.21
1977-09-01,8.99
1977-10-01,8.7
1977-11-01,8.71
1977-12-01,8.62
1978-01-01,8.28
1978-02-01,8.16
1978-03-01,8.13
1978-04-01,8.41
1978-05-01,8.75
1978-06-01,8.7
1978-07-01,8.57
1978-08-01,9.07
1978-09-01,8.98
1978-10-01,8.51
1978-11-01,7.84
1978-12-01,7.79
1979-01-01,7.88
1979-02-01,7.57
1979-03-01,7.53
1979-04-01,7.55
1979-05-01,7.25
1979-06-01,7.27
1979-07-01,7.23
1979-08-01,7.45
1979-09-01,7.42
1979-10-01,7.1
1979-11-01,7.02
1979-12-01,7.25
1980-01-01,7.39
1980-02-01,7.61
1980-03-01,6.85
1980-04-01,6.79
1980-05-01,7.15
1980-06-01,7.67
1980-07-01,8.07
1980-08-01,8.38
1980-09-01,8.64
1980-10-01,8.86
1980-11-01,9.19
1980-12-01,9.01
1981-01-01,9.02
1981-02-01,8.76
1981-03-01,9.14
1981-04-01,9.13
1981-05-01,8.86
1981-06-01,8.81
1981-07-01,8.55
1981-08-01,8.54
1981-09-01,7.75
1981-10-01,7.83
1981-11-01,8.02
1981-12-01,8.06
1982-01-01,7.73
1982-02-01,7.64
1982-03-01,7.48
1982-04-01,7.97
1982-05-01,8.09
1982-06-01,7.74
1982-07-01,7.83
1982-08-01,7.97
1982-09-01,9.03
1982-10-01,10.02
1982-11-01,10.66
1982-12-01,11.03
1983-01-01,11.48
1983-02-01,11.75
1983-03-01,12.23
1983-04-01,12.64
1983-05-01,13.1
1983-06-01,13.22
1983-07-01,13.02
1983-08-01,12.43
1983-09-01,12.57
1983-10-01,12.39
1983-11-01,11.98
1983-12-01,11.72
1984-01-01,11.52
1984-02-01,10.59
1984-03-01,10.31
1984-04-01,10.12
1984-05-01,9.86
1984-06-01,9.45
1984-07-01,9.26
1984-08-01,10.0
1984-09-01,10.03
1984-10-01,9.93
1984-11-01,10.01
1984-12-01,9.89
1985-01-01,10.36
1985-02-01,10.98
1985-03-01,10.95
1985-04-01,11.2
1985-05-01,11.65
1985-06-01,12.1
1985-07-01,12.44
1985-08-01,12.26
1985-09-01,12.09
1985-10-01,12.4
1985-11-01,13.33
1985-12-01,14.19
1986-01-01,14.28
1986-02-01,15.08
1986-03-01,16.0
1986-04-01,16.32
1986-05-01,16.28
1986-06-01,16.68
1986-07-01,16.27
1986-08-01,16.55
1986-09-01,16.05
1986-10-01,16.12
1986-11-01,16.79
1986-12-01,17.17
1987-01-01,18.01
1987-02-01,18.87
1987-03-01,19.37
1987-04-01,19.46
1987-05-01,19.73
1987-06-01,20.9
1987-07-01,20.81
1987-08-01,21.42
1987-09-01,20.09
1987-10-01,17.08
1987-11-01,14.45
1987-12-01,13.77
1988-01-01,14.03
1988-02-01,14.16
1988-03-01,14.29
1988-04-01,13.38
1988-05-01,12.41
1988-06-01,12.49
1988-07-01,12.22
1988-08-01,11.78
1988-09-01,11.79
1988-10-01,12.02
1988-11-01,11.57
1988-12-01,11.64
1989-01-01,11.81
1989-02-01,11.97
1989-03-01,11.73
1989-04-01,12.07
1989-05-01,12.49
1989-06-01,12.84
1989-07-01,13.43
1989-08-01,14.32
1989-09-01,14.66
1989-10-01,14.83
1989-11-01,14.69
1989-12-01,15.22
1990-01-01,15.12
1990-02-01,14.97
1990-03-01,15.62
1990-04-01,15.71
1990-05-01,16.37
1990-06-01,16.95
1990-07-01,16.81
1990-08-01,15.33
1990-09-01,14.51
1990-10-01,14.21
1990-11-01,14.69
1990-12-01,15.41
1991-01-01,15.37
1991-02-01,17.23
1991-03-01,17.84
1991-04-01,18.65
1991-05-01,19.03
1991-06-01,19.55
1991-07-01,20.18
1991-08-01,21.24
1991-09-01,21.73
1991-10-01,22.49
1991-11-01,23.26
1991-12-01,24.33
1992-01-01,25.92
1992-02-01,25.59
1992-03-01,25.15
1992-04-01,24.72
1992-05-01,24.74
1992-06-01,23.95
1992-07-01,23.88
1992-08-01,23.6
1992-09-01,23.2
1992-10-01,22.43
1992-11-01,22.56
1992-12-01,22.82
1993-01-01,22.5
1993-02-01,22.55
1993-03-01,22.69
1993-04-01,22.53
1993-05-01,22.83
1993-06-01,23.18
1993-07-01,22.72
1993-08-01,22.65
1993-09-01,22.5
1993-10-01,22.2
1993-11-01,21.64
1993-12-01,21.3
1994-01-01,21.34
1994-02-01,21.02
1994-03-01,20.42
1994-04-01,19.0
1994-05-01,18.5
1994-06-01,18.05
1994-07-01,17.42
1994-08-01,17.44
1994-09-01,17.09
1994-10-01,16.32
1994-11-01,15.62
1994-12-01,14.88
1995-01-01,14.89
1995-02-01,15.11
1995-03-01,15.15
1995-04-01,15.31
1995-05-01,15.5
1995-06-01,15.67
1995-07-01,16.07
1995-08-01,16.01
1995-09-01,16.45
1995-10-01,16.77
1995-11-01,17.33
1995-12-01,18.1
1996-01-01,18.08
1996-02-01,19.1
1996-03-01,19.01
1996-04-01,18.85
1996-05-01,19.1
1996-06-01,19.15
1996-07-01,18.26
1996-08-01,18.59
1996-09-01,18.75
1996-10-01,19.0
1996-11-01,19.45
1996-12-01,19.19
1997-01-01,19.53
1997-02-01,20.09
1997-03-01,19.69
1997-04-01,18.94
1997-05-01,20.6
1997-06-01,21.61
1997-07-01,22.8
1997-08-01,22.83
1997-09-01,23.06
1997-10-01,23.58
1997-11-01,23.46
1997-12-01,24.23
1998-01-01,24.29
1998-02-01,25.85
1998-03-01,27.23
1998-04-01,28.26
1998-05-01,28.3
1998-06-01,28.44
1998-07-01,29.9
1998-08-01,28.0
1998-09-01,26.8
1998-10-01,27.2
1998-11-01,30.24
1998-12-01,31.56
1999-01-01,32.92
1999-02-01,32.67
1999-03-01,33.39
1999-04-01,34.0
1999-05-01,33.19
1999-06-01,32.24
1999-07-01,32.88
1999-08-01,30.89
1999-09-01,29.99
1999-10-01,28.66
1999-11-01,29.74
1999-12-01,29.66
2000-01-01,29.04
2000-02-01,27.77
2000-03-01,28.31
2000-04-01,28.5
2000-05-01,27.5
2000-06-01,28.16
2000-07-01,28.05
2000-08-01,27.97
2000-09-01,27.34
2000-10-01,26.49
2000-11-01,26.9
2000-12-01,26.62
2001-01-01,27.55
2001-02-01,27.81
2001-03-01,26.1
2001-04-01,27.96
2001-05-01,32.02
2001-06-01,33.67
2001-07-01,35.47
2001-08-01,37.85
2001-09-01,36.9
2001-10-01,39.73
2001-11-01,43.62
2001-12-01,46.37
2002-01-01,46.18
2002-02-01,44.56
2002-03-01,46.71
2002-04-01,43.81
2002-05-01,41.41
2002-06-01,37.92
2002-07-01,32.34
2002-08-01,31.32
2002-09-01,28.6
2002-10-01,29.05
2002-11-01,31.92
2002-12-01,32.59
2003-01-01,31.43
2003-02-01,28.46
2003-03-01,27.92
2003-04-01,28.05
2003-05-01,28.24
2003-06-01,28.6
2003-07-01,27.66
2003-08-01,26.57
2003-09-01,26.42
2003-10-01,24.75
2003-11-01,23.15
2003-12-01,22.17
2004-01-01,22.73
2004-02-01,22.46
2004-03-01,21.62
2004-04-01,21.23
2004-05-01,20.13
2004-06-01,20.17
2004-07-01,19.51
2004-08-01,19.03
2004-09-01,19.35
2004-10-01,19.25
2004-11-01,20.05
2004-12-01,20.48
2005-01-01,19.98
2005-02-01,20.08
2005-03-01,19.81
2005-04-01,18.99
2005-05-01,18.9
2005-06-01,18.97
2005-07-01,18.97
2005-08-01,18.69
2005-09-01,18.42
2005-10-01,17.61
2005-11-01,17.98
2005-12-01,18.05
2006-01-01,18.05
2006-02-01,17.79
2006-03-01,17.8
2006-04-01,17.77
2006-05-01,17.46
2006-06-01,16.82
2006-07-01,16.61
2006-08-01,16.67
2006-09-01,16.77
2006-10-01,17.14
2006-11-01,17.24
2006-12-01,17.38
2007-01-01,17.36
2007-02-01,17.49
2007-03-01,16.92
2007-04-01,17.48
2007-05-01,17.92
2007-06-01,17.83
2007-07-01,18.36
2007-08-01,18.02
2007-09-01,19.05
2007-10-01,20.68
2007-11-01,20.81
2007-12-01,22.35
2008-01-01,21.46
2008-02-01,21.74
2008-03-01,21.81
2008-04-01,23.88
2008-05-01,25.8
2008-06-01,26.11
2008-07-01,25.37
2008-08-01,26.83
2008-09-01,26.48
2008-10-01,27.22
2008-11-01,34.99
2008-12-01,58.98
2009-01-01,70.89
2009-02-01,84.49
2009-03-01,110.37
2009-04-01,119.8
2009-05-01,123.79
2009-06-01,123.32
2009-07-01,101.83
2009-08-01,92.98
2009-09-01,83.3
2009-10-01,42.12
2009-11-01,28.51
2009-12-01,21.79
2010-01-01,20.7
2010-02-01,18.91
2010-03-01,18.91
2010-04-01,19.01
2010-05-01,17.3
2010-06-01,16.15
2010-07-01,15.72
2010-08-01,15.47
2010-09-01,15.61
2010-10-01,15.9
2010-11-01,15.88
2010-12-01,16.05
2011-01-01,16.3
2011-02-01,16.52
2011-03-01,16.04
2011-04-01,16.21
2011-05-01,16.12
2011-06-01,15.35
2011-07-01,15.61
2011-08-01,13.79
2011-09-01,13.5
2011-10-01,13.88
2011-11-01,14.1
2011-12-01,14.3
2012-01-01,14.87
2012-02-01,15.37
2012-03-01,15.69
2012-04-01,15.7
2012-05-01,15.22
2012-06-01,15.05
2012-07-01,15.55
2012-08-01,16.14
2012-09-01,16.69
2012-10-01,16.62
2012-11-01,16.12
2012-12-01,16.44
2013-01-01,17.03
2013-02-01,17.32
2013-03-01,17.68
2013-04-01,17.69
2013-05-01,18.25
2013-06-01,17.8
2013-07-01,18.35
2013-08-01,18.36
2013-09-01,18.55
2013-10-01,18.91
2013-11-01,19.37
2013-11-22,19.84
